CustomerID,Total_Spending,Average_Order_Value,Total_Quantity,Average_Unit_Price,Total_Items_In_Cart,Number_of_Orders,Cluster
C65107,70.24,70.24,1,70.24,4,1,0
C65414,595.42,595.42,2,297.71,7,1,0
C65497,163.32,163.32,1,163.32,6,1,0
C65524,1919.1,1919.1,5,383.82,7,1,1
C65744,582.04,582.04,1,582.04,1,1,0
C65799,2260.8,2260.8,4,565.2,9,1,1
C65890,1577.85,1577.85,5,315.57,6,1,1
C65905,950.4,950.4,5,190.08,9,1,1
C65986,3352.4,3352.4,5,670.48,5,1,1
C66078,1101.12,1101.12,4,275.28,9,1,1
C66093,2595.64,2595.64,4,648.91,6,1,1
C66149,1537.28,1537.28,4,384.32,6,1,1
C66196,796.9,796.9,2,398.45,7,1,0
C66254,515.32,515.32,1,515.32,1,1,0
C66349,565.85,565.85,1,565.85,1,1,0
C66438,90.27,90.27,1,90.27,5,1,0
C66462,1739.6,1739.6,5,347.92,6,1,1
C66840,2313.08,2313.08,4,578.27,9,1,1
C66906,518.64,518.64,2,259.32,2,1,0
C67195,2306.08,2306.08,4,576.52,5,1,1
C67260,3390.8,3390.8,5,678.16,7,1,1
C67387,1418.65,1418.65,5,283.73,8,1,1
C67528,1185.12,1185.12,4,296.28,5,1,0
C67533,26.95,26.95,1,26.95,1,1,0
C67551,1955.12,1955.12,4,488.78,5,1,1
C67561,1660.56,1660.56,3,553.52,4,1,1
C67604,279.38,279.38,2,139.69,7,1,0
C67687,868.6,868.6,2,434.3,7,1,0
C67818,442.39,442.39,1,442.39,6,1,0
C67870,1648.8,1648.8,4,412.2,6,1,1
C68078,987.76,987.76,2,493.88,7,1,0
C68266,1960.89,1960.89,3,653.63,7,1,1
C68508,123.28,123.28,1,123.28,3,1,0
C68553,742.41,742.41,3,247.47,4,1,0
C68609,1330.32,1330.32,3,443.44,3,1,0
C68936,1662.75,1662.75,3,554.25,6,1,1
C68937,850.06,850.06,2,425.03,2,1,0
C68976,868.25,868.25,5,173.65,9,1,0
C69021,1874.52,1874.52,3,624.84,8,1,1
C69149,1062.98,1062.98,2,531.49,7,1,0
C69167,165.03,165.03,3,55.01,7,1,0
C69168,21.19,21.19,1,21.19,5,1,0
C69213,2579.84,2579.84,4,644.96,7,1,1
C69332,1695.75,1695.75,3,565.25,7,1,1
C69396,1808.25,1808.25,3,602.75,6,1,1
C69476,996.28,996.28,4,249.07,5,1,0
C69542,422.54,422.54,1,422.54,1,1,0
C70010,1153.85,1153.85,5,230.77,10,1,1
C70246,476.22,476.22,3,158.74,7,1,0
C70352,626.6,626.6,1,626.6,4,1,0
C70412,2313.12,2313.12,4,578.28,5,1,1
C70492,1984.0,1984.0,4,496.0,8,1,1
C70495,114.14,114.14,2,57.07,3,1,0
C70529,105.92,105.92,1,105.92,6,1,0
C70554,418.35,418.35,3,139.45,8,1,0
C70566,2682.9,2682.9,5,536.58,5,1,1
C70633,367.34,367.34,2,183.67,3,1,0
C70659,1505.46,1505.46,3,501.82,4,1,1
C70999,433.32,433.32,2,216.66,6,1,0
C71035,436.77,436.77,1,436.77,5,1,0
C71040,1739.4,1739.4,4,434.85,4,1,1
C71076,511.98,511.98,2,255.99,4,1,0
C71122,634.4,634.4,1,634.4,6,1,0
C71473,1709.2,1709.2,5,341.84,8,1,1
C71570,2137.92,2137.92,4,534.48,9,1,1
C71680,2270.28,2270.28,4,567.57,9,1,1
C71797,1857.16,1857.16,4,464.29,5,1,1
C71899,2004.99,2004.99,3,668.33,4,1,1
C72043,394.53,394.53,1,394.53,2,1,0
C72241,2709.48,2709.48,4,677.37,8,1,1
C72293,688.02,688.02,3,229.34,6,1,0
C72533,376.76,376.76,1,376.76,5,1,0
C72588,1574.7,1574.7,5,314.94,8,1,1
C72596,770.32,770.32,2,385.16,7,1,0
C72649,2853.1,2853.1,5,570.62,7,1,1
C72664,627.15,627.15,1,627.15,5,1,0
C73225,1100.36,1100.36,2,550.18,3,1,0
C73289,1945.77,1945.77,3,648.59,4,1,1
C73370,44.35,44.35,1,44.35,1,1,0
C73514,1395.15,1395.15,3,465.05,3,1,0
C73575,3219.45,3219.45,5,643.89,8,1,1
C73629,265.64,265.64,1,265.64,3,1,0
C73813,445.2,445.2,4,111.3,7,1,0
C73873,661.38,661.38,2,330.69,5,1,0
C73961,530.24,530.24,4,132.56,8,1,0
C73996,287.64,287.64,2,143.82,6,1,0
C73999,375.76,375.76,2,187.88,4,1,0
C74003,1221.28,1221.28,4,305.32,4,1,0
C74005,2240.75,2240.75,5,448.15,7,1,1
C74499,744.46,744.46,2,372.23,7,1,0
C74519,945.81,945.81,3,315.27,4,1,0
C74562,220.77,220.77,1,220.77,5,1,0
C74928,612.48,612.48,2,306.24,4,1,0
C74982,2042.8,2042.8,5,408.56,8,1,1
C75018,2007.18,2007.18,3,669.06,7,1,1
C75456,276.66,276.66,3,92.22,5,1,0
C75619,742.58,742.58,2,371.29,5,1,0
C75739,302.7,302.7,2,151.35,3,1,0
C75888,1346.7,1346.7,3,448.9,7,1,1
C76140,826.4,826.4,4,206.6,6,1,0
C76362,709.5,709.5,3,236.5,8,1,0
C76653,1539.4,1539.4,4,384.85,9,1,1
C76675,1991.79,1991.79,3,663.93,6,1,1
C76766,2512.48,2512.48,4,628.12,6,1,1
C76929,356.81,356.81,1,356.81,1,1,0
C77046,741.64,741.64,4,185.41,9,1,0
C77085,1050.32,1050.32,4,262.58,8,1,0
C77122,438.37,438.37,1,438.37,4,1,0
C77166,741.33,741.33,3,247.11,3,1,0
C77272,2492.4,2492.4,5,498.48,8,1,1
C77344,343.31,343.31,1,343.31,6,1,0
C77357,474.6,474.6,1,474.6,4,1,0
C77736,798.08,798.08,2,399.04,3,1,0
C77763,1508.31,1508.31,3,502.77,8,1,1
C77800,1378.02,1378.02,3,459.34,3,1,0
C77872,1027.18,1027.18,2,513.59,4,1,0
C78170,341.7,341.7,5,68.34,6,1,0
C78305,1092.42,1092.42,3,364.14,7,1,0
C78500,2512.35,2512.35,5,502.47,10,1,1
C78684,1765.32,1765.32,3,588.44,8,1,1
C78724,1266.39,1266.39,3,422.13,7,1,1
C78725,1880.36,1880.36,4,470.09,4,1,1
C79142,569.96,569.96,1,569.96,4,1,0
C79475,2542.95,2542.95,5,508.59,8,1,1
C79506,746.34,746.34,2,373.17,6,1,0
C79508,135.17,135.17,1,135.17,6,1,0
C79533,3008.6,3008.6,5,601.72,5,1,1
C79674,873.68,873.68,2,436.84,2,1,0
C79722,1382.2,1382.2,5,276.44,10,1,1
C79821,531.18,531.18,1,531.18,6,1,0
C79842,945.64,945.64,4,236.41,7,1,0
C79909,137.62,137.62,2,68.81,5,1,0
C80004,2052.42,2052.42,3,684.14,3,1,1
C80135,1107.55,1107.55,5,221.51,5,1,0
C80151,1723.32,1723.32,4,430.83,8,1,1
C80183,365.57,365.57,1,365.57,5,1,0
C80223,2651.76,2651.76,4,662.94,8,1,1
C80416,1087.15,1087.15,5,217.43,10,1,1
C80649,312.11,312.11,1,312.11,4,1,0
C80651,1194.51,1194.51,3,398.17,5,1,0
C80735,130.14,130.14,2,65.07,4,1,0
C80872,1984.3,1984.3,5,396.86,9,1,1
C81074,157.72,157.72,1,157.72,2,1,0
C81319,1342.15,1342.15,5,268.43,5,1,1
C81366,410.6,410.6,1,410.6,2,1,0
C81370,2532.25,2532.25,5,506.45,7,1,1
C81547,510.52,510.52,2,255.26,6,1,0
C81573,36.65,36.65,1,36.65,1,1,0
C81726,2161.36,2161.36,4,540.34,6,1,1
C81728,2753.4,2753.4,5,550.68,8,1,1
C81840,2504.04,2504.04,4,626.01,8,1,1
C81882,463.92,463.92,3,154.64,6,1,0
C82068,408.13,408.13,1,408.13,3,1,0
C82217,1717.48,1717.48,4,429.37,8,1,1
C82313,197.58,197.58,3,65.86,8,1,0
C82344,2028.63,2028.63,3,676.21,5,1,1
C82399,158.68,158.68,1,158.68,6,1,0
C82550,667.66,667.66,2,333.83,4,1,0
C82685,475.98,475.98,3,158.66,7,1,0
C82781,109.68,109.68,4,27.42,4,1,0
C82921,208.36,208.36,1,208.36,4,1,0
C82990,300.1,300.1,2,150.05,4,1,0
C83223,650.84,650.84,4,162.71,7,1,0
C83492,664.42,664.42,1,664.42,6,1,0
C83548,144.25,144.25,1,144.25,2,1,0
C83556,1059.16,1059.16,4,264.79,5,1,0
C83653,925.04,925.04,4,231.26,6,1,0
C83911,2799.52,2799.52,4,699.88,5,1,1
C84041,1001.6,1001.6,2,500.8,3,1,0
C84115,1362.87,1362.87,3,454.29,4,1,0
C84134,2772.28,2772.28,4,693.07,8,1,1
C84320,208.95,208.95,3,69.65,7,1,0
C84329,431.44,431.44,1,431.44,3,1,0
C84331,3223.2,3223.2,5,644.64,6,1,1
C84524,2071.92,2071.92,4,517.98,8,1,1
C84563,472.66,472.66,2,236.33,3,1,0
C84630,2592.75,2592.75,5,518.55,6,1,1
C84700,1599.85,1599.85,5,319.97,7,1,1
C84766,688.04,688.04,2,344.02,4,1,0
C84834,409.02,409.02,3,136.34,8,1,0
C84888,51.73,51.73,1,51.73,1,1,0
C84908,420.26,420.26,1,420.26,4,1,0
C85018,824.25,824.25,3,274.75,3,1,0
C85059,987.4,987.4,4,246.85,8,1,0
C85074,934.8,934.8,4,233.7,8,1,0
C85282,3143.7,3143.7,5,628.74,9,1,1
C85330,1140.45,1140.45,5,228.09,9,1,1
C85421,1641.45,1641.45,3,547.15,4,1,1
C85466,441.87,441.87,3,147.29,3,1,0
C85520,1862.64,1862.64,4,465.66,9,1,1
C85841,2597.88,2597.88,4,649.47,8,1,1
C85929,440.73,440.73,3,146.91,6,1,0
C85993,2189.28,2189.28,4,547.32,8,1,1
C86266,1618.32,1618.32,4,404.58,5,1,1
C86374,1363.85,1363.85,5,272.77,7,1,1
C86408,84.28,84.28,4,21.07,4,1,0
C86481,171.59,171.59,1,171.59,5,1,0
C86524,732.46,732.46,2,366.23,2,1,0
C86762,2043.65,2043.65,5,408.73,10,1,1
C86773,789.44,789.44,4,197.36,9,1,0
C86864,92.72,92.72,2,46.36,4,1,0
C87051,72.31,72.31,1,72.31,1,1,0
C87124,198.51,198.51,1,198.51,5,1,0
C87432,1208.2,1208.2,4,302.05,6,1,0
C87448,450.07,450.07,1,450.07,6,1,0
C87524,625.0,625.0,1,625.0,5,1,0
C87529,987.64,987.64,4,246.91,8,1,0
C87547,380.12,380.12,4,95.03,8,1,0
C87687,1137.21,1137.21,3,379.07,3,1,0
C87764,206.82,206.82,2,103.41,2,1,0
C87777,816.64,816.64,2,408.32,3,1,0
C87994,2392.76,2392.76,4,598.19,7,1,1
C87995,1925.92,1925.92,4,481.48,5,1,1
C88036,1571.35,1571.35,5,314.27,6,1,1
C88075,2651.7,2651.7,5,530.34,9,1,1
C88174,18.2,18.2,1,18.2,4,1,0
C88205,3215.15,3215.15,5,643.03,5,1,1
C88304,768.28,768.28,2,384.14,2,1,0
C88348,604.47,604.47,3,201.49,4,1,0
C88546,813.84,813.84,4,203.46,7,1,0
C88644,392.61,392.61,1,392.61,4,1,0
C88645,1751.16,1751.16,3,583.72,5,1,1
C88775,1989.05,1989.05,5,397.81,5,1,1
C88981,2445.04,2445.04,4,611.26,5,1,1
C89336,92.79,92.79,1,92.79,3,1,0
C89559,662.84,662.84,2,331.42,6,1,0
C89592,2547.9,2547.9,5,509.58,6,1,1
C89674,1151.66,1151.66,2,575.83,3,1,0
C89732,406.22,406.22,1,406.22,5,1,0
C89822,410.78,410.78,1,410.78,1,1,0
C90110,418.36,418.36,1,418.36,5,1,0
C90132,1304.65,1304.65,5,260.93,9,1,1
C90310,762.56,762.56,4,190.64,5,1,0
C90318,1259.12,1259.12,2,629.56,5,1,0
C90348,899.0,899.0,4,224.75,7,1,0
C90350,367.34,367.34,2,183.67,6,1,0
C90363,3044.55,3044.55,5,608.91,6,1,1
C90431,844.68,844.68,2,422.34,4,1,0
C90573,438.93,438.93,1,438.93,3,1,0
C90595,391.45,391.45,5,78.29,5,1,0
C90612,1103.25,1103.25,3,367.75,7,1,0
C90757,1979.36,1979.36,4,494.84,8,1,1
C90852,1725.03,1725.03,3,575.01,8,1,1
C90898,1491.95,1491.95,5,298.39,7,1,1
C90993,153.12,153.12,4,38.28,4,1,0
C91029,2131.48,2131.48,4,532.87,9,1,1
C91099,1025.3,1025.3,2,512.65,5,1,0
C91123,1202.24,1202.24,4,300.56,9,1,1
C91155,704.8199999999999,352.40999999999997,6,129.01,13,2,2
C91201,93.0,93.0,2,46.5,7,1,0
C91245,675.33,675.33,3,225.11,4,1,0
C91454,557.76,557.76,2,278.88,3,1,0
C91486,268.32,268.32,4,67.08,8,1,0
C91582,1949.79,1949.79,3,649.93,7,1,1
C91591,2609.92,2609.92,4,652.48,5,1,1
C91805,1819.23,1819.23,3,606.41,7,1,1
C91941,1188.0,1188.0,3,396.0,4,1,0
C92049,2666.08,2666.08,4,666.52,8,1,1
C92086,749.2,749.2,2,374.6,3,1,0
C92180,977.8,977.8,2,488.9,7,1,0
C92294,1225.4,1225.4,4,306.35,7,1,1
C92548,1132.25,1132.25,5,226.45,6,1,1
C92575,2464.7,2464.7,5,492.94,10,1,1
C92788,243.71,243.71,1,243.71,6,1,0
C93220,730.34,730.34,2,365.17,4,1,0
C93276,1652.25,1652.25,5,330.45,10,1,1
C93309,1821.4,1821.4,5,364.28,5,1,1
C93375,446.16,446.16,3,148.72,7,1,0
C93379,128.85,128.85,3,42.95,8,1,0
C93473,3196.85,3196.85,5,639.37,6,1,1
C93618,603.63,603.63,3,201.21,3,1,0
C93768,972.9,972.9,3,324.3,8,1,0
C93821,1075.44,1075.44,3,358.48,7,1,0
C93861,147.42,147.42,3,49.14,7,1,0
C94257,1394.38,1394.38,2,697.19,7,1,1
C94311,2740.8,2740.8,4,685.2,6,1,1
C94323,379.05,379.05,5,75.81,10,1,0
C94479,314.05,314.05,5,62.81,9,1,0
C94568,1939.4,1939.4,4,484.85,5,1,1
C94569,487.21,487.21,1,487.21,3,1,0
C94595,247.64,247.64,4,61.91,6,1,0
C94671,167.15,167.15,1,167.15,5,1,0
C94921,438.2,438.2,2,219.1,4,1,0
C95100,627.2,627.2,1,627.2,1,1,0
C95271,927.66,927.66,3,309.22,7,1,0
C95568,973.41,973.41,3,324.47,4,1,0
C95623,1870.02,1870.02,3,623.34,3,1,1
C95643,2426.28,2426.28,4,606.57,5,1,1
C95667,463.08,463.08,4,115.77,7,1,0
C95856,1279.76,1279.76,2,639.88,5,1,1
C95901,1993.38,1993.38,3,664.46,4,1,1
C96034,121.08,121.08,4,30.27,9,1,0
C96257,1803.0,1803.0,4,450.75,6,1,1
C96261,970.74,970.74,2,485.37,5,1,0
C96283,924.03,924.03,3,308.01,3,1,0
C96434,2536.2,2536.2,4,634.05,6,1,1
C96494,179.22,179.22,1,179.22,6,1,0
C96595,1719.66,1719.66,3,573.22,5,1,1
C96664,769.38,769.38,3,256.46,4,1,0
C96695,564.86,564.86,1,564.86,6,1,0
C97187,670.54,670.54,1,670.54,6,1,0
C97218,2300.7,2300.7,5,460.14,10,1,1
C97454,698.8,698.8,2,349.4,2,1,0
C97485,915.64,915.64,4,228.91,4,1,0
C97593,2855.2200000000003,1427.6100000000001,5,534.1800000000001,14,2,2
C97643,2051.0,2051.0,4,512.75,8,1,1
C97681,2166.3,2166.3,5,433.26,9,1,1
C97715,727.82,727.82,2,363.91,2,1,0
C97774,1807.88,1807.88,4,451.97,7,1,1
C97907,1758.63,1758.63,3,586.21,4,1,1
C98096,635.54,635.54,2,317.77,4,1,0
C98168,2103.5,2103.5,5,420.7,5,1,1
C98216,2463.75,2463.75,5,492.75,6,1,1
C98276,14.06,14.06,1,14.06,5,1,0
C98278,1241.49,1241.49,3,413.83,8,1,1
C98354,151.02,151.02,3,50.34,3,1,0
C98474,786.66,786.66,2,393.33,3,1,0
C98761,1994.04,1994.04,4,498.51,4,1,1
C99024,684.65,684.65,1,684.65,1,1,0
C99050,1201.14,1201.14,2,600.57,3,1,0
C99128,138.33,138.33,3,46.11,5,1,0
C99173,1070.52,1070.52,3,356.84,5,1,0
C99217,1435.65,1435.65,5,287.13,10,1,1
C99271,226.58,226.58,2,113.29,5,1,0
C99533,678.01,678.01,1,678.01,4,1,0
C99775,1654.84,1654.84,4,413.71,9,1,1
C99879,821.88,821.88,3,273.96,8,1,0
C99904,646.74,646.74,2,323.37,3,1,0
